nose_y,nose_x,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,target
0.65284836,0.10213574,0.6554538,0.083395384,0.65029055,0.083329394,0.62753,0.07296436,0.60235226,0.072244555,0.59815717,0.12234591,0.50633174,0.12828368,0.55350983,0.23577043,0.36924896,0.19857112,0.5560813,0.3120069,0.36721468,0.30932328,0.4740811,0.33522505,0.37608105,0.32722065,0.57911044,0.48689634,0.44702312,0.5025041,0.4664436,0.6490178,0.46078652,0.6499548,0
0.5873135,0.13889834,0.60901654,0.115491554,0.5699101,0.11087841,0.62487245,0.11354168,0.5389734,0.10468727,0.653285,0.16958371,0.4672168,0.18541238,0.75065553,0.24123041,0.36336765,0.27949962,0.7760703,0.2070285,0.27220413,0.36673173,0.56456864,0.35657835,0.46344757,0.35956296,0.617749,0.48006606,0.45249623,0.5259392,0.54502916,0.63092655,0.40567297,0.66599905,0
0.55511725,0.14097041,0.5743768,0.118981056,0.5348762,0.11792794,0.59411716,0.121165976,0.50850916,0.12058585,0.641489,0.1794284,0.45385322,0.19889306,0.7632844,0.22131431,0.36901113,0.28812116,0.9250959,0.20518148,0.26899803,0.36864263,0.5709114,0.37628287,0.46709156,0.37675962,0.62541795,0.50345176,0.40291628,0.5181545,0.54425883,0.631033,0.38768667,0.6373769,0
0.5083637,0.14259295,0.5302889,0.120480165,0.4935442,0.119396105,0.5629623,0.11353954,0.4756202,0.11184075,0.6157839,0.1673085,0.4243154,0.18655375,0.7339913,0.22585562,0.33534214,0.2889103,0.7924103,0.2400344,0.25773767,0.3524978,0.5615492,0.3652737,0.45629558,0.36449164,0.613245,0.50016844,0.3940899,0.51392436,0.5475445,0.636719,0.39002943,0.63370585,0
0.47584248,0.14510085,0.4957649,0.12633333,0.46039483,0.12546687,0.5311074,0.124198705,0.44982272,0.12044032,0.58828366,0.18400505,0.39575475,0.1816173,0.68084216,0.24553084,0.3272096,0.27528143,0.7664157,0.27635124,0.26453534,0.34793577,0.5363251,0.3793914,0.4303213,0.381934,0.6137841,0.5005946,0.34658575,0.5130597,0.5496815,0.6355755,0.3753624,0.6421445,0
0.48160887,0.14449665,0.5029981,0.12674852,0.46737218,0.12360485,0.5379351,0.12598863,0.4548887,0.117076784,0.5918461,0.18792713,0.3993158,0.18102807,0.68026584,0.25529957,0.31596887,0.2738971,0.7605026,0.30226105,0.26063472,0.3475941,0.53230757,0.37637728,0.42921805,0.37725723,0.6085181,0.49764258,0.35012513,0.50823414,0.5576867,0.6377498,0.37823924,0.634356,0
0.48810157,0.13950501,0.50952184,0.12024908,0.47735256,0.11556101,0.5419173,0.12378457,0.46830058,0.107807055,0.5886788,0.18720353,0.39420387,0.17051041,0.69301337,0.27188897,0.2916627,0.24131271,0.7504074,0.32965326,0.21790646,0.32542443,0.5198083,0.379868,0.40829095,0.38048083,0.61234814,0.495696,0.33622485,0.50831765,0.5482458,0.62876356,0.37122703,0.6315733,0
0.4854954,0.16248792,0.5060333,0.14538823,0.47175488,0.1367816,0.53818285,0.14582899,0.4606936,0.13026229,0.5813293,0.2027914,0.3940518,0.1870042,0.66921616,0.28906977,0.29442966,0.23917064,0.7451307,0.33138257,0.19382028,0.2868539,0.51995987,0.40512365,0.41071066,0.40605992,0.6260697,0.49902293,0.32755655,0.5168233,0.5538021,0.63440394,0.3675995,0.63729334,0
0.47510785,0.158966,0.49676546,0.1359557,0.46110076,0.1335901,0.5273377,0.13549428,0.44488782,0.1283803,0.5763774,0.19823343,0.3871705,0.18828277,0.6658063,0.2575227,0.2898305,0.25047022,0.7614328,0.28992742,0.19327849,0.31352538,0.52378553,0.40031582,0.4126327,0.39973292,0.6316806,0.49016273,0.33217505,0.52759194,0.5614805,0.6311202,0.36316466,0.6386267,0
0.46932063,0.17907874,0.4900062,0.15623991,0.451158,0.15687369,0.51638174,0.14986952,0.433631,0.14993078,0.56505096,0.19615388,0.38636637,0.20515752,0.66271305,0.25693592,0.28635845,0.27361763,0.7588421,0.28872553,0.18802226,0.34433877,0.5220674,0.4127704,0.41523668,0.41142315,0.6325153,0.49392077,0.33688602,0.53195643,0.55546343,0.6313531,0.36126316,0.63974965,0
0.4652623,0.18218973,0.48757565,0.15897223,0.45058763,0.15684278,0.5191277,0.15495992,0.43989205,0.14921343,0.5669028,0.2049259,0.391924,0.19920129,0.6677241,0.2641548,0.28330505,0.25603706,0.75241375,0.31306824,0.18285374,0.32541698,0.5003683,0.38806468,0.39712524,0.37826464,0.5692788,0.5188273,0.29189453,0.48941708,0.5496745,0.6305878,0.34222,0.6197002,0
0.4678439,0.16712926,0.48873425,0.14918453,0.45341846,0.14637816,0.51895285,0.14562924,0.44098753,0.13767372,0.5691564,0.19806361,0.3898817,0.18558596,0.6663078,0.27109456,0.28459173,0.23589185,0.7460681,0.32144183,0.18645775,0.2921336,0.5001848,0.38241646,0.39473188,0.37333667,0.571731,0.497159,0.2920032,0.48464084,0.5530598,0.6202273,0.34673783,0.6074953,0
0.4597677,0.17271543,0.48182893,0.15301538,0.4446877,0.15193695,0.5030204,0.1436392,0.4236707,0.13751985,0.5466631,0.19921452,0.3747161,0.18667313,0.65289384,0.26426917,0.29091227,0.22706023,0.7397477,0.30441386,0.1943203,0.266229,0.50798863,0.37852606,0.41197753,0.3831117,0.62221944,0.46533164,0.3609705,0.5133359,0.5573311,0.620715,0.36032853,0.5819669,0
0.44145387,0.18633747,0.46505523,0.16933976,0.42852768,0.16698305,0.49618727,0.1594617,0.41297793,0.1532135,0.5401093,0.21122754,0.3701831,0.1999223,0.63988125,0.27911964,0.28512818,0.24932933,0.7336477,0.32186055,0.19983992,0.29106057,0.512277,0.39793462,0.4133429,0.4025775,0.62643075,0.4865926,0.36570144,0.533783,0.55047905,0.62863916,0.37029493,0.57726073,0
0.4373679,0.18461373,0.46055958,0.16703437,0.4223456,0.16143157,0.4908629,0.15707517,0.40773374,0.15226239,0.5379509,0.20717633,0.36501116,0.19967347,0.6395974,0.27288145,0.2739794,0.24907109,0.73450434,0.30955347,0.19320318,0.29868165,0.5098531,0.39047775,0.40400666,0.39207727,0.6116446,0.4954358,0.34565565,0.53298205,0.54880404,0.6333954,0.34331226,0.6361202,0
0.450307,0.16338882,0.47373194,0.14009723,0.43659174,0.13685147,0.5089226,0.13406247,0.42694208,0.12682238,0.55932426,0.19242154,0.37640768,0.17459646,0.66494524,0.2644581,0.27316022,0.22704375,0.73920363,0.30726728,0.16945094,0.27221864,0.49648386,0.37982616,0.39154458,0.36607802,0.5609026,0.51192564,0.2781511,0.4772823,0.5580065,0.6013024,0.33579272,0.6048748,0
0.44087625,0.16770819,0.46494195,0.15150882,0.43024796,0.1466493,0.5018659,0.14268269,0.42458308,0.13238806,0.55713147,0.2038679,0.37714458,0.1767709,0.65853894,0.27054343,0.2789623,0.22586457,0.73475623,0.31821147,0.17886816,0.2624582,0.49084312,0.38878906,0.38537198,0.37893435,0.5644425,0.5156684,0.28240404,0.49232098,0.55994415,0.5927314,0.34796724,0.61268795,0
0.45189118,0.14704688,0.47189564,0.12716657,0.43168956,0.12623882,0.49888122,0.11811211,0.4109876,0.11505377,0.5534798,0.18460637,0.35538232,0.16365434,0.6538551,0.26087332,0.25766003,0.21772295,0.7267417,0.32918656,0.16914724,0.2648445,0.49320397,0.37298375,0.3819703,0.37320715,0.58737373,0.49418327,0.31841615,0.5093385,0.5551659,0.6293567,0.35605285,0.6193319,0
0.4288356,0.16009203,0.45191318,0.1386942,0.41530704,0.13463709,0.48674428,0.13569997,0.40455076,0.12599309,0.53222793,0.19103232,0.35110527,0.17537753,0.6343733,0.2624209,0.2730596,0.22514597,0.71051407,0.31852123,0.17543575,0.2658649,0.49105644,0.38005516,0.38640165,0.38090515,0.59487075,0.4875452,0.32981384,0.52059984,0.56047916,0.6338631,0.35501254,0.63849473,0
0.42112845,0.16328463,0.4419448,0.14054054,0.4044777,0.14039381,0.47423607,0.13467911,0.38941142,0.13225695,0.52648026,0.18443188,0.3378707,0.1834666,0.6289532,0.25538757,0.23714733,0.24484155,0.71456754,0.3034556,0.17824596,0.2924896,0.4874403,0.37736815,0.3778163,0.37952098,0.60283566,0.47594044,0.32742488,0.51428604,0.5557469,0.6278187,0.34718287,0.6350031,0
0.4205274,0.16561301,0.44102404,0.1455003,0.40347236,0.141563,0.4706931,0.13793844,0.38498068,0.13338637,0.5183387,0.18906711,0.33235466,0.18989393,0.60892415,0.2532149,0.24268006,0.250004,0.7053497,0.29243967,0.16679475,0.30838984,0.48329267,0.37862298,0.37532413,0.38310194,0.59375733,0.47976208,0.31929022,0.5155841,0.54855627,0.6294858,0.33581898,0.64069366,0
0.4202518,0.16669711,0.4426331,0.14769244,0.40526542,0.14930975,0.4681724,0.13589501,0.3840452,0.13703574,0.52260166,0.18782692,0.33111888,0.1933941,0.62081933,0.25648406,0.22719193,0.28533053,0.7206322,0.29721773,0.17406192,0.35264397,0.4849496,0.37913924,0.37699986,0.38485986,0.5949,0.48323497,0.31700298,0.52889687,0.5491723,0.6356002,0.335176,0.64378464,0
0.42091733,0.16623673,0.44293973,0.14561135,0.40539825,0.14280348,0.4779751,0.13405205,0.39099485,0.13211711,0.53143054,0.18376522,0.3379246,0.19087611,0.629579,0.25215003,0.2559082,0.29675296,0.7149245,0.30652145,0.20228955,0.39511868,0.4821441,0.3785391,0.36823183,0.37788624,0.57398117,0.48634142,0.3175725,0.5110322,0.526448,0.62850326,0.332603,0.64026576,0
0.41307312,0.16890818,0.43373442,0.15157041,0.39936686,0.1497401,0.4728937,0.14248097,0.3941195,0.13455161,0.52799016,0.19219652,0.342154,0.18669942,0.6179925,0.2658402,0.2576139,0.28624168,0.70641637,0.319511,0.1976771,0.37599027,0.47384787,0.37722337,0.3698296,0.37484047,0.5628729,0.4999052,0.2856704,0.49864823,0.53002363,0.63429207,0.3363824,0.62855625,0
0.43067223,0.14678779,0.4512242,0.13100176,0.41664058,0.12586415,0.48510167,0.12866808,0.4060427,0.115159586,0.5279158,0.18625894,0.3460756,0.16698259,0.6120539,0.26845556,0.25043687,0.2517152,0.6807891,0.35052675,0.19002181,0.33964306,0.4690357,0.3654481,0.36092925,0.35878116,0.5436469,0.5025855,0.26340085,0.48205632,0.53404725,0.63443744,0.32300174,0.6242101,0
0.42463395,0.156226,0.44636565,0.13979948,0.41552287,0.13388936,0.4863845,0.13786605,0.4170911,0.12159708,0.53487027,0.20112757,0.34942695,0.16601974,0.61342067,0.31082705,0.2301442,0.23877135,0.6544772,0.3970511,0.18035957,0.32452595,0.46128768,0.371306,0.3556455,0.3637645,0.5478133,0.49774355,0.2616865,0.48224586,0.53521985,0.6346319,0.324383,0.62194264,0
0.453405,0.14461492,0.4728677,0.11887212,0.4327986,0.12113917,0.49237573,0.10573297,0.40359256,0.111586556,0.54168856,0.15234092,0.3516551,0.17748016,0.63977927,0.22289634,0.27604946,0.2878346,0.72960734,0.26507437,0.22640501,0.3832644,0.5046859,0.35357904,0.40397912,0.36276066,0.61101425,0.45631534,0.35860914,0.5055702,0.5541985,0.61759496,0.33758384,0.6231482,0
0.43938348,0.14681257,0.46027464,0.123221606,0.4197355,0.12621307,0.48773617,0.10775025,0.4004473,0.11539851,0.5456742,0.16183269,0.34724674,0.18534777,0.6466379,0.23900151,0.2813838,0.3030743,0.739575,0.2810014,0.2339487,0.41003776,0.5092044,0.35836583,0.40609503,0.36520395,0.6175433,0.45940173,0.35748106,0.51211905,0.55235946,0.6190101,0.33090538,0.6315024,0
0.42594275,0.13740598,0.44593844,0.11228041,0.40747672,0.11430182,0.47879633,0.09715432,0.39150286,0.10177414,0.5397801,0.15307876,0.3435368,0.16951184,0.6235098,0.24858993,0.2935279,0.2923782,0.6830764,0.3239544,0.2549932,0.38817382,0.50331706,0.35525116,0.39745176,0.36116156,0.6008445,0.45583296,0.34192437,0.4970981,0.5532146,0.6183962,0.33525574,0.6296361,0
0.43320107,0.15789144,0.4567052,0.1389719,0.4194808,0.13383271,0.49367428,0.12953809,0.41088128,0.1197598,0.54930294,0.19089359,0.34933314,0.17397073,0.58459604,0.32203686,0.2785706,0.27894458,0.60229385,0.43569645,0.21046719,0.36577222,0.47441798,0.37285626,0.37273896,0.3662302,0.5704451,0.49375433,0.27420145,0.46995145,0.5349679,0.62543404,0.33443618,0.6132011,0
0.45401323,0.13985404,0.47809398,0.12602739,0.44282112,0.1137294,0.50546086,0.119052574,0.43305847,0.09774399,0.54782563,0.19520502,0.35061258,0.1485171,0.57455343,0.3410921,0.25828934,0.23070745,0.5934496,0.44616958,0.1857733,0.32306203,0.46329165,0.36084223,0.35365367,0.35103035,0.54569334,0.483818,0.26854292,0.47081184,0.53755486,0.626212,0.32665974,0.6023972,0
0.48783514,0.14227068,0.5024916,0.12342595,0.47217947,0.11357197,0.50262105,0.11429632,0.43356153,0.09462955,0.53549653,0.19735143,0.33635437,0.1497787,0.5840216,0.3170224,0.23217314,0.23949313,0.6116847,0.43611044,0.17523766,0.31901118,0.44755048,0.36365673,0.33535343,0.36006093,0.53974295,0.48153096,0.28482276,0.4857741,0.5431893,0.62074953,0.33405638,0.6059814,0
0.49013194,0.11722558,0.5044402,0.09786727,0.47649515,0.09077769,0.5074736,0.09996399,0.4397171,0.08514789,0.52635443,0.18197513,0.3494146,0.14398918,0.5644203,0.27963158,0.24031839,0.23543456,0.6042594,0.3768024,0.20817783,0.3325964,0.43219337,0.3416264,0.32849315,0.33407748,0.50482625,0.46637544,0.33658668,0.49555874,0.4941337,0.61715156,0.3213124,0.6219622,0
0.58648646,0.15772031,0.5928778,0.13906488,0.5792985,0.13544011,0.5654019,0.122747205,0.5293178,0.110184014,0.56008834,0.19540769,0.41086632,0.14881502,0.56197155,0.2765783,0.29852587,0.2694286,0.5841658,0.36193746,0.30687824,0.39407966,0.4286639,0.35232997,0.33000708,0.3343523,0.5007794,0.4830712,0.3235603,0.5039122,0.46961746,0.62197286,0.2551949,0.67199916,0
0.5674815,0.18756895,0.57524055,0.1626384,0.5628093,0.164653,0.560185,0.13896511,0.51583266,0.13133004,0.5347717,0.18890908,0.38846847,0.16868381,0.49610674,0.27860662,0.29168248,0.29264468,0.50454074,0.36600074,0.33555564,0.42543286,0.40083277,0.34000355,0.30887952,0.32938161,0.49618396,0.4978034,0.32761467,0.505437,0.46703267,0.6281861,0.26808518,0.68092287,0
0.5077515,0.20998882,0.51179975,0.1886619,0.50301343,0.19095594,0.47878918,0.16122581,0.45672125,0.15277296,0.45547706,0.20956586,0.33527756,0.19979702,0.3922313,0.34021777,0.2788107,0.35016388,0.45761573,0.44330812,0.34178823,0.4785186,0.35410827,0.37677592,0.2662386,0.3740629,0.4882618,0.4969805,0.3048038,0.5379074,0.46395993,0.6273842,0.2589159,0.69584125,0
0.47579738,0.2246661,0.48629805,0.20405363,0.47562546,0.20302546,0.46415895,0.1654362,0.4324345,0.15766847,0.4438071,0.20474297,0.30888432,0.20389634,0.39120576,0.3405609,0.28078464,0.35681304,0.45518154,0.44893795,0.3385551,0.49163473,0.34310818,0.37453938,0.251566,0.37125838,0.4922467,0.4936601,0.30580905,0.5375943,0.4715005,0.6247325,0.2586609,0.691668,0
0.46913934,0.20559028,0.47779733,0.18005696,0.4581194,0.18081036,0.46180448,0.14554463,0.40801832,0.13507144,0.45213115,0.19259927,0.2957493,0.18447636,0.4049837,0.31906953,0.24255024,0.3393187,0.4554692,0.40621585,0.27990037,0.47265944,0.3793462,0.37752962,0.2899889,0.3862843,0.48635042,0.49322337,0.30286,0.53736603,0.4689334,0.613722,0.27208513,0.68349576,0
0.4981868,0.17495762,0.51510787,0.1580116,0.4875973,0.15542176,0.5023236,0.13347405,0.4411343,0.12672013,0.5200974,0.18064038,0.34038395,0.18449846,0.5681813,0.23718295,0.24389224,0.29987997,0.6417046,0.31105635,0.19542736,0.41318983,0.42271513,0.35312828,0.32554594,0.35595387,0.51480526,0.48107755,0.3209984,0.511569,0.47035074,0.6374649,0.2689037,0.6744239,0
0.5155768,0.18584687,0.542169,0.16433193,0.5012654,0.15587017,0.558284,0.15613246,0.46935177,0.13510552,0.584666,0.20834854,0.39518553,0.19911705,0.64782,0.2834848,0.28791618,0.29390985,0.7053744,0.33610898,0.20906435,0.39530683,0.49334893,0.38385162,0.38659963,0.3854476,0.5765575,0.48723453,0.3322994,0.52409947,0.4729638,0.61988086,0.27205938,0.69304407,0
0.53301346,0.201538,0.5572048,0.1805811,0.517599,0.17328164,0.5693303,0.16803911,0.48188353,0.15059096,0.5959059,0.21885948,0.4060579,0.2118344,0.65938675,0.3022551,0.29430383,0.28984168,0.7038919,0.3496601,0.21318798,0.38883936,0.49966913,0.383733,0.3979474,0.3840551,0.59221894,0.49333298,0.33405992,0.53079677,0.47753057,0.629724,0.2721687,0.69117,0
0.53768325,0.16491938,0.5606242,0.15236285,0.52547246,0.14153391,0.5633823,0.14438371,0.48495957,0.12322264,0.5823484,0.20454535,0.39469224,0.18740636,0.64058983,0.2833168,0.2837909,0.2662409,0.69346,0.34974307,0.21312158,0.36583313,0.48876667,0.3708863,0.37469468,0.36473846,0.5662439,0.47894937,0.325957,0.51697934,0.47770554,0.6221075,0.27126786,0.6769818,0
0.50140154,0.16486761,0.5212366,0.15032604,0.48865342,0.13650519,0.5271193,0.14490326,0.45742854,0.116302684,0.5431324,0.20560662,0.3654048,0.17886445,0.6059303,0.2981192,0.24341294,0.26815146,0.6740924,0.36264098,0.19290653,0.36829603,0.438497,0.37338078,0.33358812,0.37031588,0.5365038,0.48320687,0.31362304,0.5332634,0.47215337,0.6412219,0.26897705,0.6833111,0
0.49705052,0.15008819,0.5118568,0.1361631,0.48528028,0.12944263,0.5060046,0.1319009,0.44276214,0.11454185,0.51788783,0.2115663,0.34340298,0.17482525,0.5659327,0.30780944,0.22095224,0.27539194,0.6253485,0.38527867,0.1843772,0.36887074,0.41037616,0.37235355,0.30672547,0.3672926,0.5202472,0.48889774,0.29959232,0.5472008,0.47944516,0.63583386,0.2655818,0.6913602,0
0.46608496,0.16544387,0.47418916,0.15156242,0.44935617,0.14490661,0.45309484,0.13417558,0.398707,0.12347762,0.45246038,0.20096955,0.29830402,0.18761548,0.4271428,0.30233526,0.21422045,0.31284404,0.45708355,0.38624835,0.25402015,0.43406248,0.36457905,0.3835499,0.26560867,0.3799652,0.5015129,0.4959244,0.29514056,0.55498797,0.46924055,0.6231997,0.25941634,0.7006985,0
0.45886093,0.13967045,0.46976754,0.12418157,0.44197303,0.11739503,0.45327184,0.11669831,0.39109445,0.10293488,0.44901368,0.18718311,0.28692722,0.17295337,0.4480847,0.28106067,0.21610248,0.30346137,0.48708615,0.38221365,0.28673586,0.45547378,0.36474627,0.37189668,0.2607807,0.36866817,0.49130976,0.49378884,0.29397613,0.5416378,0.46557748,0.6243777,0.2616725,0.6930171,0
0.47091955,0.12033303,0.47746074,0.10017258,0.4569624,0.096373424,0.4583977,0.096428595,0.40811503,0.08610987,0.4672662,0.1737606,0.3055803,0.1481331,0.48712215,0.25914854,0.20893225,0.27044058,0.5345611,0.32048452,0.21308467,0.38281512,0.37439093,0.35184842,0.27650326,0.35342926,0.48186347,0.479801,0.30121163,0.5259714,0.4622663,0.6209987,0.26439536,0.67726326,0
0.47492802,0.14120975,0.48535275,0.12810588,0.46255562,0.12232452,0.4782831,0.12678058,0.42042994,0.11613842,0.4984303,0.20338044,0.32622564,0.1805279,0.5482205,0.27801532,0.22063582,0.29052508,0.6105449,0.32883742,0.19324225,0.38545942,0.41031298,0.38502645,0.31540513,0.39074332,0.5132463,0.4908654,0.29904643,0.54269665,0.47183594,0.61968744,0.25984925,0.6951412,0
0.513305,0.14050524,0.5322386,0.11828332,0.4971403,0.11355587,0.5350361,0.12050822,0.45699763,0.10608696,0.56094474,0.1885718,0.3774911,0.17481443,0.63095427,0.2769593,0.2673947,0.26370096,0.70293087,0.31765813,0.19756252,0.36565268,0.45495588,0.36379695,0.35015672,0.36136973,0.53253603,0.48099768,0.31275937,0.51948285,0.46172473,0.62641513,0.25456208,0.67801946,0
0.42084414,0.10386804,0.43296945,0.09164345,0.4098699,0.0861881,0.41933924,0.0894845,0.36091405,0.07709249,0.41982317,0.16513011,0.26884896,0.14293994,0.41951907,0.26224172,0.1830186,0.2743554,0.45194924,0.34567088,0.20862424,0.38418943,0.33623013,0.3492169,0.2434395,0.3502247,0.45467263,0.4766031,0.29084185,0.52476895,0.4504426,0.62027204,0.25574058,0.678188,0
0.4281648,0.12050755,0.4271708,0.10717629,0.41444618,0.10612148,0.396999,0.10120283,0.3550272,0.09824301,0.41106436,0.18554068,0.26098755,0.16203599,0.3945112,0.28576604,0.18581979,0.298906,0.43802056,0.35864767,0.25022107,0.41295606,0.333136,0.3716975,0.23365687,0.37116003,0.4665353,0.49668717,0.29445022,0.5403535,0.4555076,0.6338286,0.24883,0.70193523,0
0.38395166,0.098382875,0.40157604,0.0769464,0.36569783,0.07530592,0.4150877,0.08239262,0.33722466,0.07493127,0.4385122,0.15147687,0.2639488,0.14725727,0.46242613,0.23443055,0.18473773,0.2747751,0.51840353,0.31119913,0.17608963,0.3823269,0.37474597,0.3516659,0.27548707,0.3639401,0.47026,0.48597163,0.2947175,0.52904534,0.4597764,0.6235089,0.26177695,0.6731837,0
0.42797804,0.11504757,0.44412822,0.09418556,0.4119115,0.090882026,0.4563957,0.09440787,0.38230395,0.088007405,0.494845,0.16427185,0.3113732,0.16666362,0.567327,0.24007165,0.23176396,0.28326017,0.6521883,0.31255054,0.17315261,0.39002687,0.43024385,0.36848387,0.3356697,0.37774834,0.5109079,0.4831552,0.3044948,0.5274025,0.46893606,0.6154808,0.25888592,0.6804437,0
0.47123596,0.15827835,0.49025154,0.13574761,0.4560711,0.13287435,0.5004463,0.1272451,0.42699188,0.12087549,0.54261136,0.1862782,0.36397883,0.18747996,0.61620736,0.29966697,0.27885926,0.28527617,0.64160585,0.36597395,0.2039052,0.37407464,0.47108567,0.38126475,0.37013817,0.38181305,0.5482369,0.48956627,0.30704945,0.52469873,0.45408595,0.6223872,0.24948822,0.674984,0
0.46932405,0.14638348,0.49039432,0.12544592,0.45515212,0.12041756,0.5135279,0.120537534,0.43845266,0.111659124,0.5585627,0.18597446,0.37207913,0.17043178,0.6071402,0.28927463,0.28881392,0.2720102,0.61789757,0.37472638,0.21894822,0.35433325,0.473456,0.38046122,0.373945,0.37946874,0.5422758,0.488335,0.3170061,0.50416636,0.45597655,0.6127765,0.26153612,0.6594073,0
0.4784169,0.12209394,0.49795496,0.10846012,0.4658816,0.10033068,0.50793624,0.10923895,0.43771872,0.095918015,0.54071975,0.17828791,0.35675845,0.16426706,0.60321695,0.27651834,0.26342833,0.257123,0.6201197,0.35040492,0.17488347,0.35086662,0.45438012,0.36583954,0.3463961,0.36329913,0.52521175,0.48029494,0.30721676,0.50391227,0.45970508,0.62231994,0.2561866,0.66423583,0
0.46788096,0.12320948,0.482993,0.1061691,0.45259804,0.09850913,0.48448747,0.106999844,0.4221449,0.09476055,0.5120941,0.18498842,0.33256322,0.16406998,0.5697111,0.27421874,0.22378527,0.25990462,0.6262107,0.33456728,0.16693369,0.36819443,0.4274482,0.35806116,0.32265168,0.359009,0.51027954,0.4826737,0.29457238,0.50798005,0.46448785,0.61028266,0.24914941,0.6658864,0
0.46962494,0.11728394,0.48015016,0.10146548,0.45592278,0.09164345,0.47460803,0.1038435,0.41358492,0.085480556,0.47808868,0.1906308,0.30412927,0.15495214,0.5279231,0.26641154,0.20145825,0.2616772,0.59131175,0.33998102,0.19752523,0.36790532,0.398715,0.3580203,0.30235076,0.36154723,0.49389634,0.48552772,0.30790395,0.5078286,0.45750606,0.6306844,0.26078975,0.6710861,0
0.47062624,0.13249385,0.4730811,0.1155073,0.46269953,0.11496445,0.43912107,0.09782349,0.41348135,0.09120689,0.4297884,0.16254249,0.28623605,0.14826852,0.44180438,0.25461733,0.195316,0.28174168,0.49987337,0.3254724,0.2538984,0.41061187,0.34911752,0.355231,0.2588813,0.35513586,0.43592855,0.47349188,0.30559403,0.509383,0.44146985,0.6187985,0.26172978,0.6803887,0
0.42185503,0.11707047,0.4293984,0.100114904,0.41444597,0.096298635,0.39991027,0.07959604,0.35895726,0.06853844,0.38789916,0.14343259,0.24357817,0.12318829,0.37036312,0.23997924,0.20279871,0.28635356,0.40368268,0.31519562,0.3189217,0.3737776,0.299953,0.35161698,0.20823693,0.35167813,0.40318102,0.457004,0.2818866,0.50689906,0.43428254,0.6125909,0.25047112,0.68045986,0
0.41831753,0.12077569,0.42126673,0.10168469,0.4082303,0.10021733,0.39763683,0.08807142,0.3524112,0.08221555,0.38908407,0.15960546,0.23840633,0.13715717,0.38804302,0.23794256,0.19078523,0.30055907,0.43805394,0.3182385,0.2898603,0.39740908,0.3092462,0.3491438,0.21280387,0.35382003,0.43520114,0.47901055,0.2837733,0.5269568,0.436241,0.6253642,0.24481264,0.68492764,0
0.415685,0.09994986,0.4200637,0.08156224,0.4043263,0.07987104,0.3938976,0.07236994,0.3434325,0.064937174,0.4107839,0.14685544,0.24501088,0.13633265,0.4224922,0.23328239,0.17389038,0.2889037,0.4761237,0.3224417,0.22113144,0.40663743,0.3380984,0.35700917,0.23797235,0.36253178,0.463969,0.48141718,0.29313797,0.5175309,0.45564127,0.62681,0.253039,0.6860448,0
0.5182408,0.14129648,0.5435997,0.115827404,0.5027536,0.11471891,0.57009757,0.10524681,0.48108983,0.101777904,0.6209189,0.16144884,0.42058104,0.16134232,0.69509196,0.25470436,0.33901823,0.26977772,0.7006737,0.32796735,0.25892526,0.35380012,0.53804994,0.35919675,0.43244958,0.35446033,0.56746435,0.49937928,0.3510685,0.477152,0.52966315,0.6485287,0.30985612,0.59028745,0
0.41346174,0.13455772,0.43165898,0.112175524,0.3969086,0.114073984,0.46654388,0.102565095,0.38853604,0.10748618,0.53887886,0.1664377,0.34695274,0.16475211,0.6152054,0.26480368,0.2851258,0.2838152,0.6721859,0.3427479,0.27815405,0.3684228,0.50548977,0.3535981,0.40309042,0.35553503,0.53236735,0.5165421,0.34810597,0.48938152,0.53280324,0.65054464,0.33273882,0.61458045,0
0.40783462,0.11336809,0.42518872,0.08904928,0.3890497,0.09170596,0.4574196,0.08212897,0.3766819,0.08955559,0.52680427,0.1430818,0.33824724,0.1512674,0.6088884,0.23666935,0.278355,0.27770835,0.6673957,0.31692052,0.2845077,0.37611267,0.50779855,0.34400702,0.40450686,0.3469168,0.5326463,0.49517322,0.34687132,0.47863922,0.53608495,0.63353896,0.33545896,0.6098076,0
0.40369663,0.11735362,0.4203653,0.09356876,0.38302886,0.097063616,0.44999477,0.08712249,0.3655131,0.09678417,0.51870716,0.14640479,0.33188024,0.15334184,0.5937796,0.23230317,0.27537656,0.2777327,0.6662045,0.32376817,0.2802954,0.37258407,0.5047199,0.34727427,0.39827353,0.34981486,0.52914476,0.49721885,0.3464144,0.48194966,0.5401809,0.6300997,0.33525908,0.60696864,0
0.3804716,0.2590497,0.3984325,0.2413466,0.36473316,0.24297154,0.4351645,0.19908944,0.34274575,0.19636378,0.49669144,0.20807594,0.29730463,0.20496616,0.56797075,0.2538293,0.20052002,0.30911303,0.5699681,0.3325817,0.17365901,0.3987006,0.45459518,0.34660918,0.34018362,0.35562038,0.50121796,0.5070081,0.30926365,0.5166382,0.52742386,0.65179175,0.30302215,0.66975963,0
